Event,Customer_IP,Event_Time,Product_ID,Quantity,Collection_Name,Search_Term,Time_On_Page,Product_Name,session
Product,141.8.110.153,2024-12-01 10:14:36.802000+00:00,14767591260509.0,,,,1.538,holly jolly christmas gift,1
Product,141.8.110.153,2024-12-01 10:14:39.187000+00:00,14767591260509.0,,,,2.363,holly jolly christmas gift,1
Product,141.8.110.153,2024-12-01 10:14:45.512000+00:00,9994070786397.0,,,,3.51,secret santa christmas gift,1
Product,141.8.110.153,2024-12-01 10:14:47.351000+00:00,9994070786397.0,,,,1.842,secret santa christmas gift,1
Product,141.8.110.153,2024-12-01 10:14:49.188000+00:00,9994070786397.0,,,,1.834,secret santa christmas gift,1
Product,141.8.110.153,2024-12-01 10:14:52.140000+00:00,9994070786397.0,,,,2.968,secret santa christmas gift,1
Product,141.8.110.153,2024-12-01 10:15:01.622000+00:00,9994070786397.0,,,,9.471,secret santa christmas gift,1
Product,141.8.110.153,2024-12-01 10:15:04.827000+00:00,9994070786397.0,,,,3.201,secret santa christmas gift,1
Product,141.8.110.153,2024-12-01 10:15:06.070000+00:00,9994070786397.0,,,,1.237,secret santa christmas gift,1
Product,141.8.110.153,2024-12-01 10:15:08.301000+00:00,9994070786397.0,,,,2.255,secret santa christmas gift,1
Product,141.8.110.153,2024-12-01 10:15:11.342000+00:00,9994070786397.0,,,,3.027,secret santa christmas gift,1
Product,141.8.110.153,2024-12-01 10:15:13.972000+00:00,9994070786397.0,,,,2.63,secret santa christmas gift,1
Product,141.8.110.153,2024-12-01 10:15:15.084000+00:00,9994070786397.0,,,,1.118,secret santa christmas gift,1
Product,141.8.110.153,2024-12-01 10:15:16.392000+00:00,9994070786397.0,,,,1.311,secret santa christmas gift,1
Product,141.8.110.153,2024-12-01 10:15:18.640000+00:00,9994070786397.0,,,,2.239,secret santa christmas gift,1
Product,141.8.110.153,2024-12-01 10:15:20.200000+00:00,9994070786397.0,,,,1.564,secret santa christmas gift,1
Cart Add,141.8.110.153,2024-12-01 10:15:30.627000+00:00,9994070786397.0,1.0,,,,secret santa christmas gift,1
Product,141.8.110.153,2024-12-01 10:15:48.656000+00:00,14767591260509.0,,,,69.457,holly jolly christmas gift,1
Product,141.8.110.153,2024-12-01 10:15:50.892000+00:00,14767591260509.0,,,,2.262,holly jolly christmas gift,1
Product,141.8.110.153,2024-12-01 10:15:53.124000+00:00,14767591260509.0,,,,2.227,holly jolly christmas gift,1
Product,141.8.110.153,2024-12-01 10:15:56.527000+00:00,14767591260509.0,,,,3.403,holly jolly christmas gift,1
Product,141.8.110.153,2024-12-01 10:16:00.912000+00:00,14767591260509.0,,,,4.389,holly jolly christmas gift,1
Product,141.8.110.153,2024-12-01 10:16:06.858000+00:00,14767591260509.0,,,,5.936,holly jolly christmas gift,1
Product,141.8.110.153,2024-12-01 10:16:11.748000+00:00,14767591260509.0,,,,4.9,holly jolly christmas gift,1
Product,141.8.110.153,2024-12-01 10:16:21.282000+00:00,14767151710557.0,,,,111.117,christmas celebration gift,1
Product,141.8.110.153,2024-12-01 10:16:23.307000+00:00,14767151710557.0,,,,2.067,christmas celebration gift,1
Product,141.8.110.153,2024-12-01 10:16:36.438000+00:00,14767151710557.0,,,,13.095,christmas celebration gift,1
Cart,141.8.110.153,2024-12-01 10:16:50.725000+00:00,,,,,12.166,,1
Cart Add,141.8.110.153,2024-12-01 10:17:13.071000+00:00,14767151710557.0,1.0,,,,secret santa christmas gift,1
Product,141.8.110.153,2024-12-01 10:17:13.086000+00:00,9994070786397.0,,,,112.861,secret santa christmas gift,1
Product,141.8.110.153,2024-12-01 10:17:20.838000+00:00,9994070786397.0,,,,7.771,secret santa christmas gift,1
Product,141.8.110.153,2024-12-01 10:17:22.541000+00:00,9994070786397.0,,,,1.714,secret santa christmas gift,1
Cart,141.8.110.153,2024-12-01 10:17:32.777000+00:00,,,,,1.069,,1
Product,141.8.110.153,2024-12-01 10:17:38.364000+00:00,14767151710557.0,,,,5.198,christmas celebration gift,1
Product,141.8.110.153,2024-12-01 10:17:39.700000+00:00,14767151710557.0,,,,1.354,christmas celebration gift,1
Product,141.8.110.153,2024-12-10 08:50:32.275000+00:00,9992542617949.0,,,,9.333,winter wonderland 5,2
Product,141.8.110.153,2024-12-10 08:50:50.664000+00:00,9992542617949.0,,,,18.525,winter wonderland 5,2
Product,141.8.110.153,2024-12-10 08:50:52.182000+00:00,9992542617949.0,,,,1.528,winter wonderland 5,2
Product,141.8.110.153,2024-12-10 08:50:55.721000+00:00,9992542617949.0,,,,3.541,winter wonderland 5,2
Product,141.8.110.153,2024-12-10 08:50:57.177000+00:00,9992542617949.0,,,,1.429,winter wonderland 5,2
Product,141.8.110.153,2024-12-10 08:51:00.292000+00:00,9992542617949.0,,,,3.136,winter wonderland 5,2
Product,141.8.110.153,2024-12-10 08:51:01.407000+00:00,9992542617949.0,,,,1.117,winter wonderland 5,2
Product,141.8.110.153,2024-12-10 14:01:59.681000+00:00,14753422180701.0,,,,5.96,the ultimate 7,3
Product,141.8.110.153,2024-12-10 14:02:00.006000+00:00,14753422180701.0,,,,0.624,the ultimate 7,3
Product,141.8.110.153,2024-12-10 14:02:00.599000+00:00,14753422180701.0,,,,0.593,the ultimate 7,3
Product,141.8.110.153,2024-12-10 14:02:36.193000+00:00,9992542617949.0,,,,18694.771,winter wonderland 5,3
Product,141.8.110.153,2024-12-10 14:02:37.749000+00:00,9992542617949.0,,,,1.54,winter wonderland 5,3
Product,141.8.110.153,2024-12-10 14:02:38.721000+00:00,9992542617949.0,,,,0.993,winter wonderland 5,3
Product,141.8.110.153,2024-12-10 14:02:39.348000+00:00,9992542617949.0,,,,0.622,winter wonderland 5,3
Product,141.8.110.153,2024-12-10 14:02:42.037000+00:00,9992542617949.0,,,,2.69,winter wonderland 5,3
Product,141.8.110.153,2024-12-10 14:02:42.492000+00:00,9992542617949.0,,,,0.459,winter wonderland 5,3
Product,141.8.110.153,2024-12-10 14:02:43.671000+00:00,9992542617949.0,,,,1.18,winter wonderland 5,3
Product,141.8.110.153,2024-12-10 14:24:23.827000+00:00,9992542617949.0,,,,1300.132,winter wonderland 5,3
Product,141.8.110.153,2024-12-10 14:24:24.773000+00:00,9992542617949.0,,,,0.978,winter wonderland 5,3
Product,141.8.110.153,2024-12-10 14:24:25.332000+00:00,9992542617949.0,,,,0.546,winter wonderland 5,3
Product,141.8.110.153,2024-12-10 14:24:26.130000+00:00,9992542617949.0,,,,0.805,winter wonderland 5,3
Product,141.8.110.153,2024-12-11 09:23:59.180000+00:00,9992542617949.0,,,,19.006,winter wonderland 5,4
Product,141.8.110.153,2024-12-11 09:23:59.502000+00:00,9992542617949.0,,,,0.596,winter wonderland 5,4
Product,141.8.110.153,2024-12-11 09:26:18.013000+00:00,10000412311901.0,,,,1.304,feel good christmas gift box,4
Product,141.8.110.153,2024-12-11 09:26:20.996000+00:00,10000412311901.0,,,,3.136,feel good christmas gift box,4
Product,141.8.110.153,2024-12-11 09:26:21.752000+00:00,10000412311901.0,,,,0.752,feel good christmas gift box,4
Product,141.8.110.153,2024-12-11 09:26:22.926000+00:00,10000412311901.0,,,,1.175,feel good christmas gift box,4
Product,141.8.110.153,2024-12-11 09:26:24.509000+00:00,10000412311901.0,,,,1.575,feel good christmas gift box,4
Collection,141.8.110.153,2024-12-11 09:30:45.569000+00:00,,,christmas-collection-24-25,,423.937,,4
Product,141.8.110.153,2024-12-11 09:31:24.091000+00:00,14759664124253.0,,,,10.215,dog socks,4
Product,141.8.110.153,2024-12-11 09:32:32.423000+00:00,10000412311901.0,,,,367.907,feel good christmas gift box,4
Product,141.8.110.153,2024-12-11 09:32:35.313000+00:00,5846610935974.0,,,,1.704,manganari,4
Product,141.8.110.153,2024-12-11 09:33:08.531000+00:00,5846610935974.0,,,,33.373,manganari,4
Product,141.8.110.153,2024-12-11 09:33:09.316000+00:00,5846610935974.0,,,,0.782,manganari,4
Product,141.8.110.153,2024-12-11 09:33:11.397000+00:00,5846610935974.0,,,,2.079,manganari,4
Product,141.8.110.153,2024-12-11 09:33:12.261000+00:00,5846610935974.0,,,,0.852,manganari,4
Product,141.8.110.153,2024-12-11 09:33:12.914000+00:00,5846610935974.0,,,,0.668,manganari,4
Product,141.8.110.153,2024-12-11 09:33:14.045000+00:00,5846610935974.0,,,,1.128,manganari,4
Product,141.8.110.153,2024-12-11 09:33:16.478000+00:00,5846610935974.0,,,,2.426,manganari,4
Product,141.8.110.153,2024-12-11 09:33:18.697000+00:00,5846610935974.0,,,,2.218,manganari,4
Product,141.8.110.153,2024-12-11 09:33:32.561000+00:00,5846610935974.0,,,,13.863,manganari,4
Collection,141.8.114.231,2024-12-10 20:22:06.759000+00:00,,,scarves-1,,20.913,,1
Home,141.8.12.62,2024-12-01 19:04:53.785000+00:00,,,,,55.415,,1
Home,141.8.24.89,2024-12-08 17:24:21.539000+00:00,,,,,1.135,,1
Home,141.8.24.89,2024-12-08 17:24:22.539000+00:00,,,,,10.452,,1
Collection,141.8.24.89,2024-12-08 17:24:26.023000+00:00,,,black-friday,,2.072,,1
Collection,141.8.24.89,2024-12-08 17:24:31.578000+00:00,,,black-friday,,2.036,,1
Collection,141.8.24.89,2024-12-08 17:24:38.682000+00:00,,,pre-packed-gift-boxes,,6.301,,1
Collection,141.8.24.89,2024-12-08 17:25:41.897000+00:00,,,pre-packed-gift-boxes,,63.372,,1
Product,141.8.24.89,2024-12-08 17:26:34.368000+00:00,9977715097949.0,,,,16.875,cozy christmas 1,1
Product,141.8.24.89,2024-12-08 17:29:46.544000+00:00,9992542617949.0,,,,10.725,winter wonderland 5,1
Product,141.8.24.89,2024-12-08 17:29:46.938000+00:00,9992542617949.0,,,,0.548,winter wonderland 5,1
Product,141.8.24.89,2024-12-08 17:29:47.399000+00:00,9992542617949.0,,,,0.454,winter wonderland 5,1
Product,141.8.24.89,2024-12-08 17:29:50.561000+00:00,9992542617949.0,,,,3.171,winter wonderland 5,1
Product,141.8.24.89,2024-12-08 17:29:51.021000+00:00,9992542617949.0,,,,0.451,winter wonderland 5,1
Product,141.8.24.89,2024-12-08 17:29:55.221000+00:00,9977715097949.0,,,,196.877,cozy christmas 1,1
Product,141.8.24.89,2024-12-08 17:29:57.027000+00:00,9977715097949.0,,,,22.947,cozy christmas 1,1
Collection,141.8.30.230,2024-12-11 16:31:57.488000+00:00,,,stellar-memories,,118.436,,1
Product,141.8.37.101,2024-12-30 11:26:29.755000+00:00,7594445111462.0,,,,1.011,chester,1
Product,141.8.37.101,2024-12-30 11:26:31.008000+00:00,7594445111462.0,,,,1.525,chester,1
Product,141.8.37.101,2024-12-30 11:33:07.967000+00:00,5948136980646.0,,,,2.196,montego 1,1
Home,141.8.40.153,2024-12-27 08:25:18.096000+00:00,,,,,8.861,,1
Collection,141.8.40.153,2024-12-27 08:25:33.403000+00:00,,,black-friday,,12.931,,1
Home,141.8.46.198,2025-01-11 09:10:16.301000+00:00,,,,,2.903,,1
Collection,141.8.47.191,2024-12-18 11:14:32.860000+00:00,,,christmas-collection-24-25,,33.856,,1
Collection,141.8.47.191,2024-12-18 11:14:44.404000+00:00,,,stellar-memories,,10.366,,1
Collection,141.8.47.191,2024-12-18 11:14:47.535000+00:00,,,black-friday,,1.979,,1
Product,141.8.47.191,2024-12-18 11:15:52.338000+00:00,5846673621158.0,,,,1.823,bora,1
Product,141.8.47.191,2024-12-18 11:15:53.801000+00:00,5846673621158.0,,,,1.613,bora,1
Product,141.8.47.191,2024-12-18 11:15:55.087000+00:00,5846673621158.0,,,,1.291,bora,1
Product,141.8.47.191,2024-12-18 11:15:57.472000+00:00,5846673621158.0,,,,2.38,bora,1
Collection,141.8.47.191,2024-12-18 11:16:14.790000+00:00,,,christmas-collection-24-25,,15.947,,1
Product,141.8.47.191,2024-12-18 11:16:20.490000+00:00,10000287826269.0,,,,4.305,fa lalala christmas gift box,1
Product,141.8.47.191,2024-12-18 11:16:21.828000+00:00,10000287826269.0,,,,1.479,fa lalala christmas gift box,1
Product,141.8.47.191,2024-12-18 11:16:22.751000+00:00,10000287826269.0,,,,0.925,fa lalala christmas gift box,1
Product,141.8.47.191,2024-12-18 11:16:56.175000+00:00,10000287826269.0,,,,33.299,fa lalala christmas gift box,1
Product,141.8.47.191,2024-12-18 11:16:57.665000+00:00,10000287826269.0,,,,1.562,fa lalala christmas gift box,1
Product,141.8.47.191,2024-12-18 11:16:58.801000+00:00,10000287826269.0,,,,1.187,fa lalala christmas gift box,1
Product,141.8.47.191,2024-12-18 11:17:00.596000+00:00,10000287826269.0,,,,1.797,fa lalala christmas gift box,1
Product,141.8.47.191,2024-12-18 11:17:02.221000+00:00,10000287826269.0,,,,1.627,fa lalala christmas gift box,1
Product,141.8.47.191,2024-12-18 11:17:04.333000+00:00,10000287826269.0,,,,2.009,fa lalala christmas gift box,1
Product,141.8.47.191,2024-12-18 11:17:05.460000+00:00,10000287826269.0,,,,1.23,fa lalala christmas gift box,1
Product,141.8.47.191,2024-12-18 11:17:07.259000+00:00,10000287826269.0,,,,1.79,fa lalala christmas gift box,1
Product,141.8.47.191,2024-12-18 11:17:09.791000+00:00,10000287826269.0,,,,2.461,fa lalala christmas gift box,1
Product,141.8.47.191,2024-12-18 11:17:10.959000+00:00,10000287826269.0,,,,1.245,fa lalala christmas gift box,1
Product,141.8.47.191,2024-12-18 11:17:27.280000+00:00,10000287826269.0,,,,16.325,fa lalala christmas gift box,1
Product,141.8.47.191,2024-12-18 11:17:29.613000+00:00,10000287826269.0,,,,2.331,fa lalala christmas gift box,1
Product,141.8.47.191,2024-12-18 11:17:30.790000+00:00,10000287826269.0,,,,1.161,fa lalala christmas gift box,1
Product,141.8.47.191,2024-12-18 11:18:07.603000+00:00,10000287826269.0,,,,36.784,fa lalala christmas gift box,1
Product,141.8.47.191,2024-12-18 11:18:13.732000+00:00,10000287826269.0,,,,6.141,fa lalala christmas gift box,1
Cart,141.8.47.191,2024-12-18 11:18:16.990000+00:00,,,,,1.883,,1
Product,141.8.47.191,2024-12-18 11:18:21.082000+00:00,10000287826269.0,,,,3.184,fa lalala christmas gift box,1
Product,141.8.47.191,2024-12-18 11:18:25.968000+00:00,10000287826269.0,,,,5.006,fa lalala christmas gift box,1
Product,141.8.47.191,2024-12-18 11:18:28.830000+00:00,10000287826269.0,,,,2.885,fa lalala christmas gift box,1
Cart,141.8.47.191,2024-12-18 11:18:32.965000+00:00,,,,,2.989,,1
Product,141.8.47.191,2024-12-18 11:18:36.649000+00:00,10000287826269.0,,,,2.787,fa lalala christmas gift box,1
Product,141.8.47.191,2024-12-18 11:18:37.514000+00:00,10000287826269.0,,,,1.014,fa lalala christmas gift box,1
Product,141.8.47.191,2024-12-18 11:18:39.297000+00:00,10000287826269.0,,,,1.787,fa lalala christmas gift box,1
Product,141.8.47.191,2024-12-18 11:18:40.861000+00:00,10000287826269.0,,,,1.58,fa lalala christmas gift box,1
Product,141.8.47.191,2024-12-18 11:18:42.398000+00:00,10000287826269.0,,,,1.525,fa lalala christmas gift box,1
Product,141.8.47.191,2024-12-18 11:18:43.013000+00:00,10000287826269.0,,,,0.615,fa lalala christmas gift box,1
Product,141.8.47.191,2024-12-18 11:18:47.032000+00:00,10000287826269.0,,,,4.016,fa lalala christmas gift box,1
Cart,141.8.47.191,2024-12-18 11:18:52.930000+00:00,,,,,4.717,,1
Product,141.8.47.191,2024-12-18 11:18:57.708000+00:00,10000287826269.0,,,,3.567,fa lalala christmas gift box,1
Product,141.8.47.191,2024-12-18 11:19:01.268000+00:00,10000287826269.0,,,,3.716,fa lalala christmas gift box,1
Product,141.8.47.191,2024-12-18 11:19:02.311000+00:00,10000287826269.0,,,,1.044,fa lalala christmas gift box,1
Product,141.8.47.191,2024-12-18 11:19:03.777000+00:00,10000287826269.0,,,,1.466,fa lalala christmas gift box,1
Product,141.8.47.191,2024-12-18 11:19:05.534000+00:00,10000287826269.0,,,,1.744,fa lalala christmas gift box,1
Product,141.8.47.191,2024-12-18 11:19:07.275000+00:00,10000287826269.0,,,,1.753,fa lalala christmas gift box,1
Product,141.8.47.191,2024-12-18 11:19:08.568000+00:00,10000287826269.0,,,,1.28,fa lalala christmas gift box,1
Product,141.8.47.191,2024-12-18 11:19:10.148000+00:00,10000287826269.0,,,,1.57,fa lalala christmas gift box,1
Product,141.8.47.191,2024-12-18 11:19:11.831000+00:00,10000287826269.0,,,,1.702,fa lalala christmas gift box,1
Product,141.8.47.191,2024-12-18 11:19:12.848000+00:00,10000287826269.0,,,,1.018,fa lalala christmas gift box,1
Product,141.8.47.191,2024-12-18 11:19:13.700000+00:00,10000287826269.0,,,,0.847,fa lalala christmas gift box,1
Product,141.8.47.191,2024-12-18 11:19:17.683000+00:00,10000287826269.0,,,,3.987,fa lalala christmas gift box,1
Cart,141.8.47.191,2024-12-18 11:19:24.447000+00:00,,,,,5.359,,1
Product,141.8.47.191,2024-12-18 11:19:26.628000+00:00,10000287826269.0,,,,0.962,fa lalala christmas gift box,1
Product,141.8.47.191,2024-12-18 11:19:31.810000+00:00,10000287826269.0,,,,5.306,fa lalala christmas gift box,1
Collection,141.8.47.191,2024-12-18 11:34:21.661000+00:00,,,collections,,2.843,,1
Collection,141.8.47.191,2024-12-18 11:38:35.197000+00:00,,,collections,,0.692,,1
Collection,141.8.47.191,2024-12-18 11:40:31.601000+00:00,,,scarves,,115.197,,1
Product,141.8.47.191,2024-12-18 11:40:35.133000+00:00,5846610935974.0,,,,2.271,manganari,1
Product,141.8.47.191,2024-12-18 11:40:36.851000+00:00,5846610935974.0,,,,1.848,manganari,1
Product,141.8.47.191,2024-12-18 11:40:37.948000+00:00,5846610935974.0,,,,1.131,manganari,1
Product,141.8.47.191,2024-12-18 11:40:39.522000+00:00,5846610935974.0,,,,1.575,manganari,1
Product,141.8.47.191,2024-12-18 11:40:40.400000+00:00,5846610935974.0,,,,0.872,manganari,1
Product,141.8.47.191,2024-12-18 11:40:49.905000+00:00,5846610935974.0,,,,9.52,manganari,1
Product,141.8.47.191,2024-12-18 11:40:51.328000+00:00,5846610935974.0,,,,1.422,manganari,1
Product,141.8.47.191,2024-12-18 11:40:52.405000+00:00,5846610935974.0,,,,1.069,manganari,1
Product,141.8.47.191,2024-12-18 11:40:53.206000+00:00,5846610935974.0,,,,0.8,manganari,1
Product,141.8.47.191,2024-12-18 11:40:53.998000+00:00,5846610935974.0,,,,0.781,manganari,1
Product,141.8.47.191,2024-12-18 11:40:56.180000+00:00,5846610935974.0,,,,2.2,manganari,1
Product,141.8.47.191,2024-12-18 11:43:15.055000+00:00,5955526590630.0,,,,2.531,mumbai,1
Product,141.8.47.191,2024-12-18 11:49:57.968000+00:00,10000287826269.0,,,,7.794,fa lalala christmas gift box,1
Product,141.8.47.191,2024-12-18 11:50:00.869000+00:00,10000287826269.0,,,,3.165,fa lalala christmas gift box,1
Product,141.8.47.191,2024-12-18 11:51:10.145000+00:00,14753422180701.0,,,,1.137,the ultimate 7,1
Product,141.8.47.191,2024-12-18 11:51:15.948000+00:00,14753422180701.0,,,,5.97,the ultimate 7,1
Product,141.8.47.191,2024-12-18 11:51:17.290000+00:00,14753422180701.0,,,,1.345,the ultimate 7,1
Product,141.8.47.191,2024-12-18 11:53:52.357000+00:00,14753422180701.0,,,,155.046,the ultimate 7,1
Collection,141.8.47.191,2024-12-18 11:54:13.093000+00:00,,,christmas-collection-24-25,,17.812,,1
Product,141.8.47.191,2024-12-18 11:54:16.975000+00:00,10000353657181.0,,,,2.681,coffee cozy delights christmas gift box,1
Product,141.8.47.191,2024-12-18 11:54:18.636000+00:00,10000353657181.0,,,,1.826,coffee cozy delights christmas gift box,1
Product,141.8.47.191,2024-12-18 11:54:53.701000+00:00,10000353657181.0,,,,35.076,coffee cozy delights christmas gift box,1
Collection,141.8.54.92,2024-12-03 10:09:35.616000+00:00,,,all-products,,6.186,,1
Collection,141.8.54.92,2024-12-03 10:09:49.746000+00:00,,,all-products,,19.667,,1
Collection,141.8.54.92,2024-12-03 10:10:16.464000+00:00,,,scarves-1,,9.227,,1
Collection,141.8.54.92,2024-12-03 10:11:06.593000+00:00,,,scarves-1,,50.294,,1
Home,141.8.89.43,2024-12-15 18:36:37.290000+00:00,,,,,4.44,,1
Collection,141.8.89.43,2024-12-15 18:37:03.881000+00:00,,,gifts-under-50,,25.543,,1
Collection,141.8.89.43,2024-12-15 18:38:41.513000+00:00,,,christmas-collection-24-25,,76.955,,1
Collection,141.8.89.43,2024-12-15 18:41:21.800000+00:00,,,stellar-memories,,23.84,,1
Collection,141.8.89.43,2024-12-15 19:06:35.206000+00:00,,,christmas-collection-24-25,,5.094,,1
Collection,141.8.89.43,2024-12-15 20:25:08.796000+00:00,,,christmas-collection-24-25,,82.574,,2
Search,141.8.92.138,2024-12-17 11:25:36.485000+00:00,,,,handcream,3.429,,1
Search,141.8.92.138,2024-12-17 11:25:45.126000+00:00,,,,hand cream,7.854,,1
Collection,141.8.96.37,2024-12-02 11:29:47.738000+00:00,,,black-friday,,26.757,,1
